CNTR_BN_CODE,CNTR_CODE
395,CL
396,TF
397,SH
398,CL
399,NZ
400,NZ
401,NZ
402,AU
403,AU
404,AU
405,AU
406,NZ
407,AU
408,CL
409,AR
410,UY
411,AU
412,AU
413,AR
414,BR
415,NZ
416,NF
417,LS
418,PF
419,CL
420,AU
421,ZA
422,MZ
423,CL
424,MZ
425,MZ
426,AU
427,SZ
428,AR
429,AU
430,NA
431,PN
432,PF
433,PF
434,BR
435,AR
436,NC
437,MZ
438,NC
439,XO
440,AR
441,BW
442,ZA
443,PF
444,CK
445,AR
446,AU
447,MZ
448,NC
449,NC
450,TO
451,CK
452,TO
453,FR
454,AU
455,NC
456,FJ
457,NC
458,AU
459,BR
460,NC
461,AU
462,NC
463,BR
464,VU
465,CK
466,AU
467,MU
468,CK
469,PF
470,CK
471,TO
472,MU
473,NC
474,PF
475,VU
476,PF
477,BO
478,PF
479,AU
480,NU
481,FJ
482,FJ
483,PF
484,AU
485,VU
486,TO
487,FJ
488,FJ
489,ID
490,ID
491,ID
492,ID
493,BR
494,ID
495,ID
496,ID
497,ID
498,PE
499,ID
500,PG
501,PG
502,ID
503,PG
504,ID
505,ID
506,PG
507,ID
508,PG
509,PG
510,ID
511,ID
512,ID
513,ID
514,BI
515,PG
516,ID
517,EC
518,ID
519,ID
520,PG
521,PG
522,PG
523,ID
524,ID
525,BI
526,PG
527,BI
528,PG
529,KE
530,ID
531,ID
532,ID
533,ID
534,PG
535,ID
536,ID
537,ID
538,ID
539,ID
540,KE
541,ID
542,ID
543,ID
544,ID
545,ID
546,EC
547,BR
548,CG
549,RW
550,KE
551,SO
552,ID
553,KI
554,CD
555,GQ
556,ID
557,RW
558,ID
559,EC
560,PG
561,BR
562,EC
563,ID
564,ID
565,ID
566,RW
567,RW
568,ID
569,KE
570,TZ
571,ID
572,ID
573,ID
574,PG
575,ID
576,EC
577,EC
578,ID
579,ID
580,ID
581,PH
582,PF
583,PG
584,ID
585,SB
586,PG
587,AU
588,TL
589,ID
590,CK
591,PG
592,SB
593,ID
594,ID
595,SB
596,PF
597,PF
598,ID
599,SB
600,ID
601,PG
602,PG
603,TK
604,ID
605,ID
606,PG
607,SB
608,ID
609,PG
610,PG
611,SB
612,TL
613,PG
614,ID
615,ID
616,ID
617,ID
618,CD
619,TZ
620,ID
621,ID
622,TL
623,ID
624,ID
625,ID
626,ID
627,ID
628,ID
629,ID
630,SB
631,SH
632,SB
633,ID
634,TZ
635,TZ
636,ID
637,SB
638,ID
639,ID
640,SB
641,ID
642,ID
643,SB
644,SB
645,ID
646,IO
647,TV
648,ID
649,ID
650,ID
651,ID
652,ID
653,ID
654,SB
655,ID
656,ID
657,SB
658,ID
659,ID
660,ID
661,SB
662,ID
663,ID
664,ID
665,AO
666,ID
667,ID
668,AO
669,EC
670,NR
671,ID
672,ID
673,ID
674,ID
675,ID
676,EC
677,ID
678,EC
679,ID
680,ID
681,EC
682,ID
683,CO
684,ID
685,ID
686,ID
687,ID
688,ID
689,ID
690,ID
691,ID
692,EC
693,BR
694,ID
695,ID
696,ID
697,ID
698,ID
699,ID
700,EC
701,ST
702,ID
703,ID
704,MV
705,ID
706,ID
707,BR
708,EC
709,ID
710,ID
711,ID
712,ID
713,BR
714,GA
715,FM
716,ID
717,ID
718,ID
719,ID
720,CO
721,EC
722,SG
723,ID
724,ID
725,ST
726,ID
727,ID
728,KI
729,KI
730,MV
731,ID
732,BR
733,ID
734,CG
735,GA
736,ID
737,CG
738,ID
739,ID
740,CM
741,GQ
742,CM
743,BR
744,ID
745,BR
746,ID
747,ID
748,MY
749,ID
750,ID
751,ID
752,ID
753,PW
754,ID
755,ID
756,ID
757,ID
758,CD
759,TZ
760,ID
761,ID
762,ID
763,TV
764,ID
765,KI
766,ID
767,ID
768,PG
769,SB
770,ID
771,PG
772,ID
773,ID
774,ID
775,PG
776,ID
777,PG
778,ID
779,PG
780,AO
781,TZ
782,PG
783,PG
784,PG
785,AO
786,TZ
787,PG
788,SC
789,PG
790,ID
791,KI
792,CD
793,AO
794,SC
795,ID
796,SC
797,PG
798,BR
799,ID
800,PG
801,ID
802,PG
803,PG
804,CG
805,KI
806,MM
807,VE
808,PH
809,PH
810,SO
811,IN
812,MM
813,PH
814,PH
815,TH
816,VE
817,MM
818,IN
819,YE
820,SD
821,YE
822,GD
823,PH
824,YE
825,BQ
826,GW
827,CW
828,BJ
829,MM
830,CO
831,DJ
832,GN
833,PH
834,PH
835,VC
836,NI
837,PH
838,CO
839,AW
840,PH
841,PH
842,GN
843,GN
844,GW
845,PH
846,PH
847,PA
848,SS
849,LK
850,PH
851,TH
852,LK
853,FM
854,MM
855,KH
856,GN
857,PH
858,KH
859,MM
860,SD
861,PH
862,PH
863,CI
864,MM
865,CP
866,MM
867,TH
868,SD
869,PH
870,BF
871,VN
872,MM
873,SO
874,MM
875,PH
876,KH
877,CI
878,PH
879,KH
880,VE
881,PH
882,TT
883,MM
884,PH
885,IN
886,PH
887,CF
888,GN
889,CR
890,MM
891,GN
892,BF
893,VE
894,PH
895,CF
896,BJ
897,ET
898,MM
899,MM
900,CR
901,VE
902,GN
903,XB
904,PH
905,GH
906,BF
907,BF
908,VE
909,CR
910,GW
911,PH
912,PH
913,GW
914,GW
915,TT
916,MM
917,PH
918,GW
919,DJ
920,PH
921,PH
922,MH
923,GW
924,GW
925,IN
926,KH
927,PH
928,BJ
929,TH
930,MM
931,MM
932,CO
933,PH
934,VE
935,BF
936,VE
937,DJ
938,DJ
939,YE
940,VN
941,PH
942,NI
943,SN
944,CM
945,CM
946,PH
947,MM
948,BB
949,PH
950,VC
951,CO
952,HN
953,PH
954,TH
955,PH
956,IN
957,GM
958,GU
959,NE
960,NG
961,SV
962,YE
963,GM
964,PH
965,NE
966,YE
967,PH
968,LC
969,MP
970,PH
971,MM
972,ET
973,GT
974,HN
975,KH
976,NI
977,GT
978,CD
979,CD
980,ID
981,CF
982,ID
983,GQ
984,ID
985,ID
986,KE
987,BR
988,ID
989,ID
990,ID
991,ID
992,MY
993,SS
994,KE
995,ID
996,BR
997,ID
998,NG
999,ID
1000,MY
1001,ET
1002,KE
1003,KE
1004,KE
1005,CM
1006,PH
1007,ID
1008,BN
1009,MY
1010,BN
818,KY
819,UM
820,PH
821,SD
822,DO
823,DO
824,HT
825,CN
826,US
827,MM
828,LA
829,MX
830,OM
831,CN
832,MR
833,US
834,MM
835,CN
836,BS
837,US
838,TC
839,VN
840,LA
841,US
842,IN
843,CU
844,BD
845,LY
846,EG
847,EG
848,SD
849,SD
850,SD
851,TC
852,CN
853,CN
854,MO
855,US
856,BS
857,CN
858,LA
859,CN
860,HK
861,BD
862,CU
863,CN
864,OM
865,MX
866,NE
867,EG
868,XF
869,CU
870,CN
871,LY
872,BS
873,DZ
874,LY
875,IN
876,BS
877,AE
878,IN
879,IN
880,PK
881,IN
882,JP
883,SA
884,JP
885,QA
886,US
887,AE
888,OM
889,ML
890,DZ
891,BS
892,CN
893,PK
894,BS
895,AE
896,XN
897,BS
898,MX
899,JP
900,AE
901,AE
902,QA
903,OM
904,BS
905,BH
906,BD
907,JP
908,BS
909,BS
910,BT
911,EH
912,DZ
913,DZ
914,EH
915,EH
916,JP
917,IN
918,BT
919,ES
920,CN
921,BT
922,ES
923,MM
924,IN
925,ES
926,MX
927,UM
928,JP
929,CN
930,SA
931,ES
932,ES
933,ES
934,KW
935,ES
936,SA
937,CN
938,US
939,MX
940,IL
941,JO
942,EG
943,IR
944,KW
945,IQ
946,IQ
947,IN
948,PT
949,DZ
950,IR
951,CN
952,JP
953,CN
954,JP
955,IN
956,CN
957,CN
958,EG
959,IN
960,EG
961,CN
962,IL
963,PS
964,IL
965,EG
966,EG
967,CN
968,JO
969,GL
970,RU
971,RU
972,CA
973,RU
974,CA
975,CA
976,RU
977,CA
978,CA
979,CA
980,RU
981,CA
982,GL
983,CA
984,RU
985,RU
986,CA
987,RU
988,RU
989,CA
990,CA
991,RU
992,RU
993,RU
994,RU
995,RU
996,CA
997,CA
998,RU
999,RU
1000,CA
1001,CA
1002,GL
1003,SE
1004,FI
1005,CA
1006,IS
1007,NO
1008,CA
1009,NO
1010,CA
1011,CA
1012,CA
1013,CA
1014,CA
1015,RU
1016,FI
1017,NO
1018,FI
1019,CA
1020,CA
1021,CA
1022,RU
1023,CA
1024,CA
1025,NO
1026,FI
1027,CA
1028,CA
1029,GL
1030,CA
1031,NO
1032,NO
1033,NO
1034,SJ
1035,US
1036,GL
1037,RU
1038,RU
1039,GL
1040,RU
1041,RU
1042,RU
1043,RU
1044,CA
1045,RU
1046,CA
1047,CA
1048,RU
1049,GL
1050,RU
1051,RU
1052,RU
1053,CA
1054,SJ
1055,CA
1056,GL
1057,CA
1058,GL
1059,RU
1060,RU
1061,GL
1062,BG
1063,BG
1064,BG
1065,XI
1066,BA
1067,BA
1068,US
1069,RO
1070,BA
1071,RO
1072,JP
1073,JP
1074,HR
1075,XI
1076,RO
1077,KZ
1078,XI
1079,SI
1080,IT
1081,HR
1082,HR
1083,FR
1084,MD
1085,RO
1086,HU
1087,RU
1088,RU
1089,HR
1090,HR
1091,IT
1092,HU
1093,CH
1094,AT
1095,HU
1096,KZ
1097,AT
1098,AT
1099,AT
1100,UA
1101,RU
1102,AT
1103,PM
1104,CH
1105,AT
1106,CA
1107,AT
1108,CH
1109,CH
1110,CH
1111,MD
1112,HU
1113,AT
1114,RO
1115,MD
1116,HU
1117,MD
1118,HU
1119,HU
1120,AT
1121,CA
1122,AT
1123,AT
1124,US
1125,SK
1126,CN
1127,CN
1128,CA
1129,JE
1130,DE
1131,CZ
1132,FR
1133,RU
1134,PL
1135,PL
1136,GG
1137,CN
1138,CA
1139,DE
1140,BE
1141,BE
1142,BE
1143,UK
1144,RU
1145,CZ
1146,RU
1147,CZ
1148,CZ
1149,FR
1150,BE
1151,BE
1152,BE
1153,BE
1154,BE
1155,NL
1156,BE
1157,BE
1158,PL
1159,UK
1160,CA
1161,US
1162,US
1163,MN
1164,US
1165,BY
1166,US
1167,CA
1168,US
1169,RU
1170,US
1171,CA
1172,BY
1173,US
1174,DE
1175,DE
1176,US
1177,NL
1178,UK
1179,CA
1180,CN
1181,US
1182,DE
1183,UK
1184,BY
1185,US
1186,DE
1187,KZ
1188,CA
1189,US
1190,IE
1191,DE
1192,RU
1193,LT
1194,IM
1195,PL
1196,PL
1197,US
1198,PL
1199,CA
1200,US
1201,CA
1202,PL
1203,DE
1204,DE
1205,DE
1206,DE
1207,UK
1208,IE
1209,US
1210,RU
1211,RU
1212,RU
1213,LT
1214,US
1215,UK
1216,DK
1217,IE
1218,KZ
1219,RU
1220,DK
1221,BY
1222,US
1223,CA
1224,UK
1225,LT
1226,DK
1227,BY
1228,BY
1229,CA
1230,LT
1231,LT
1232,CA
1233,RU
1234,CA
1235,US
1236,CA
1237,US
1238,DK
1239,LV
1240,LV
1241,DK
1242,UK
1243,LV
1244,UK
1245,SE
1246,EE
1247,US
1248,UK
1249,UK
1250,UK
1251,US
1252,EE
1253,EE
1254,RU
1255,UK
1256,UK
1257,EE
1258,EE
1259,FI
1260,UK
1261,CA
1262,US
1263,FI
1264,US
1265,US
1266,RU
1267,FI
1268,CA
1269,CA
1270,UK
1271,US
1272,CA
1273,FO
1274,CA
1275,CA
1276,CA
1277,CA
1278,US
1279,NO
1280,CA
1281,RU
1282,CA
1283,CA
1284,CA
1285,GL
1286,RU
1287,SJ
1288,GL
1289,CA
1290,CA
1291,SJ
1292,SJ
1293,GL
1294,CA
1295,RU
1296,RU
1297,SJ
1298,RU
1299,CA
1300,RU
1301,RU
1302,SJ
1303,RU
1304,SJ
1305,RU
1306,RU
1307,RU
1308,SJ
1309,RU
1310,RU
1311,RU
1312,RU
1313,RU
1314,RU
1315,RU
1316,RU
1317,RU
1318,RU
1319,RU
1320,RU
1321,GL
1322,RU
1323,GL
1324,CA
1325,GL
1326,GL
1327,TK
1328,TK
1329,TK
1330,TK
1331,TK
1332,TK
1333,KR
1334,KP
1335,UK
1336,UK
1337,UK
1338,UK
2,ZA
6,SZ
7,ZA
8,BR
10,ZA
13,CL
14,ZA
15,PY
17,ZA
18,ZW
21,BO
31,PY
36,PY
44,ZW
45,NA
46,ZM
48,PE
49,CL
50,ZM
56,NA
72,ZW
73,ZW
80,ZM
96,MZ
104,PE
105,ZM
171,CL
203,UY
204,UY
206,ZA
207,SN
208,NG
209,SV
213,SD
214,TH
215,SV
216,SV
218,LA
219,VN
220,SN
222,ET
223,NE
224,NE
225,NI
227,ML
235,HN
248,SN
258,MX
259,GT
262,SD
270,SL
271,LR
272,VE
275,SS
276,PA
280,GH
281,SS
283,PA
285,XU
288,SL
291,XU
292,GN
294,SS
296,CI
299,ML
303,SD
305,TD
307,TG
308,SO
309,TG
312,NI
314,GH
315,TG
316,TG
321,SO
325,NG
327,VE
329,BJ
333,SS
338,NE
341,ML
342,ET
347,SN
348,GW
349,SN
351,ER
357,NG
358,TD
368,TD
375,TZ
383,BR
387,ZM
388,TZ
395,TL
399,TL
409,ZM
410,ZM
430,CD
446,CD
449,CG
450,TZ
453,PE
464,CD
466,PG
470,RW
471,TZ
483,RW
490,UG
491,TZ
493,UG
494,TZ
497,PE
498,GA
499,CG
513,PE
514,PE
526,EC
532,CO
536,GA
537,GQ
538,CM
539,GA
541,GQ
544,SR
545,FR
551,CG
552,UG
554,CG
557,SO
558,FR
561,UG
562,UG
565,MY
568,KE
569,SS
570,XG
571,SS
575,MY
576,XG
578,SS
579,VE
580,GY
582,CF
585,SR
591,SR
603,TG
604,TH
617,CM
618,LR
620,SA
621,XE
622,XE
623,PK
624,PS
625,PS
626,IN
629,XH
630,US
631,JO
635,XH
636,TN
638,XH
639,XE
640,LB
641,SY
642,SY
643,JO
644,XH
648,SY
650,MA
654,MA
657,XH
659,IR
664,MA
666,XC
671,GI
676,PK
677,XH
678,TN
680,XH
681,XH
683,SY
686,IR
687,TR
688,CN
690,UZ
692,TR
694,TM
696,TR
704,TM
706,TJ
710,KR
713,IR
719,TJ
721,IR
722,IR
723,TR
724,AZ
725,TR
732,TJ
737,EL
738,UZ
740,TR
743,GE
744,AZ
745,MK
746,TR
748,MK
749,TR
750,EL
751,TR
756,MK
758,GE
759,RU
760,VA
764,TR
766,PT
767,PT
768,KG
769,UZ
771,RS
772,MK
773,TM
776,RU
778,FR
779,ME
780,ME
781,RS
782,FR
783,ES
784,FR
785,UZ
787,KP
789,KZ
791,FR
793,RU
794,ME
795,RS
801,MC
803,SM
804,SM
809,MX
815,YE
816,YE
817,NE
821,TD
822,HT
827,TH
828,TH
840,MM
844,MM
845,SD
846,SD
847,XV
848,XV
849,XF
853,MO
857,LA
858,VN
859,HK
864,SA
866,TD
867,XF
870,VN
871,TD
873,NE
874,NE
877,SA
879,PK
885,SA
887,OM
889,MR
890,ML
901,OM
906,IN
910,IN
911,MR
912,MR
913,EH
915,MA
917,MM
918,XD
920,IN
921,CN
923,XD
924,XD
929,MM
934,SA
937,XD
943,PK
946,KW
947,NP
949,LY
951,NP
953,IN
955,XE
956,XE
957,IN
958,IL
959,XE
960,PS
961,XE
962,JO
964,PS
965,LY
967,IN
968,SA
1016,RU
1017,SE
1018,SE
1023,US
1025,RU
1026,NO
1062,RO
1063,RS
1064,RO
1066,RS
1067,HR
1069,RS
1070,HR
1076,UA
1077,UZ
1081,HU
1082,RS
1083,IT
1084,RO
1085,RS
1086,RS
1089,HU
1090,SI
1091,SI
1092,SI
1093,IT
1094,SI
1095,SI
1097,CH
1098,IT
1099,IT
1102,LI
1104,LI
1105,LI
1106,US
1107,CH
1108,FR
1109,DE
1110,DE
1111,RO
1112,RO
1113,HU
1114,UA
1115,RO
1116,UA
1117,UA
1118,SK
1119,SK
1120,SK
1122,DE
1123,CZ
1125,UA
1126,KZ
1127,RU
1128,US
1130,FR
1131,SK
1132,LU
1134,SK
1135,SK
1137,MN
1139,LU
1140,LU
1141,DE
1142,FR
1145,PL
1147,DE
1148,DE
1150,FR
1151,NL
1152,NL
1154,NL
1157,NL
1158,UA
1163,RU
1165,UA
1169,UA
1172,PL
1174,NL
1175,NL
1180,RU
1182,PL
1184,PL
1187,RU
1190,UK
1193,PL
1195,RU
1196,RU
1204,DK
1206,DK
1208,UK
1213,RU
1218,RU
1221,LT
1227,LV
1228,RU
1230,LV
1231,LV
1239,RU
1240,RU
1246,LV
1252,RU
1257,RU
1011,BN
1012,PH
1013,SS
1014,CD
1015,BN
1016,BR
1017,CI
1018,BR
1019,PH
1020,FM
1021,CD
1022,MY
1023,PH
1024,MY
1025,CR
1026,ID
1027,PH
1028,FR
1029,ID
1030,MH
1031,PH
1032,FR
1033,PH
1034,ID
1035,GY
1036,PH
1037,ID
1038,PH
1039,SR
1040,PH
1041,PH
1042,GH
1043,TG
1044,MY
1045,MH
1046,MY
1047,PH
1048,PH
1049,BJ
1050,MY
1051,MY
1052,NG
1053,UM
1054,TH
1055,TH
1056,MY
1057,PH
1058,PH
1059,PH
1060,MY
1061,MY
1062,LR
1063,FM
1064,PH
1065,MY
1066,PW
1067,MV
1068,MH
1069,CO
1070,IN
1071,MY
1072,PW
1073,MY
1074,IN
1075,PH
1076,CF
1077,CI
1078,PA
1079,PW
1080,FM
1081,IN
1082,IN
1083,TH
1084,PH
1085,IN
1086,IN
1087,PA
1088,IN
1089,PA
1090,LR
1091,GN
1092,GY
1093,GY
1094,FM
1095,CF
1096,CO
1097,VN
1098,TH
1099,MH
1100,PA
1101,SL
1102,LK
1103,IN
1104,PH
1105,PH
1106,IN
1107,PA
1108,CI
1109,ET
1110,LK
1111,TH
1112,MH
1113,CR
1114,FM
1115,BS
1116,MX
1117,MX
1118,VN
1119,BS
1120,LA
1121,CU
1122,IN
1123,CU
1124,MX
1125,US
1126,CN
1127,TC
1128,CN
1129,TC
1130,TC
1131,TC
1132,CU
1133,TC
1134,BD
1135,US
1136,CN
1137,LY
1138,EG
1139,SD
1140,SD
1141,SD
1142,CN
1143,EG
1144,CN
1145,MO
1146,US
1147,BD
1148,CU
1149,LA
1150,BD
1151,BS
1152,BS
1153,CN
1154,CN
1155,HK
1156,CU
1157,CU
1158,BD
1159,CU
1160,CU
1161,CN
1162,OM
1163,CN
1164,BS
1165,CU
1166,BD
1167,BS
1168,CU
1169,NE
1170,IN
1171,BS
1172,CU
1173,EG
1174,XF
1175,CU
1176,CU
1177,BS
1178,CU
1179,CN
1180,LY
1181,BS
1182,DZ
1183,LY
1184,BS
1185,BS
1186,EG
1187,CN
1188,BS
1189,BS
1190,EH
1191,IN
1192,IN
1193,BS
1194,BS
1195,BS
1196,AE
1197,AE
1198,BS
1199,IN
1200,IN
1201,KH
1202,KH
1203,ML
1204,PH
1205,ER
1206,PH
1207,FR
1208,CV
1209,BF
1210,NI
1211,HN
1212,CV
1213,PH
1214,BF
1215,MP
1216,ER
1217,XM
1218,MP
1219,CV
1220,CV
1221,YE
1222,DM
1223,ER
1224,GT
1225,SC
1226,ER
1227,GT
1228,HN
1229,FR
1230,SN
1231,MR
1232,ER
1233,SN
1234,CV
1235,MR
1236,FR
1237,HN
1238,YE
1239,MR
1240,CV
1241,GT
1242,MS
1243,CV
1244,CV
1245,XA
1246,CV
1247,SA
1248,SA
1249,AG
1250,CV
1251,KN
1252,BZ
1253,BZ
1254,KN
1255,BZ
1256,OM
1257,DO
1258,BQ
1259,AG
1260,VI
1261,GT
1262,BZ
1263,BL
1264,ER
1265,ER
1266,FR
1267,SX
1268,FR
1269,PR
1270,HT
1271,BZ
1272,PR
1273,MP
1274,AI
1275,VI
1276,VI
1277,XL
1278,VG
1279,BZ
1280,BZ
1281,VG
1282,PR
1283,JM
1284,PH
1285,MP
1286,MX
1287,MM
1288,PH
1289,HT
1290,IN
1291,IN
1292,IN
1293,IN
1294,MX
1295,PK
1296,AE
1297,BS
1298,JP
1299,PK
1300,JP
1301,CN
1302,MX
1303,MX
1304,AE
1305,SA
1306,US
1307,US
1308,BS
1309,JP
1310,US
1311,QA
1312,US
1313,BS
1314,JP
1315,JP
1316,AE
1317,OM
1318,BS
1319,ML
1320,DZ
1321,MX
1322,BS
1323,MX
1324,BS
1325,BD
1326,CN
1327,AE
1328,CN
1329,AE
1330,BS
1331,BS
1332,PK
1333,PK
1334,AE
1335,CN
1336,SA
1337,MX
1338,XN
1339,BS
1340,JP
1341,JP
1342,MX
1343,XN
1344,AE
1345,AE
1346,MX
1347,US
1348,QA
1349,BH
1350,OM
1351,IR
1352,JP
1353,BD
1354,US
1355,BS
1356,IR
1357,CN
1358,BS
1359,BS
1360,IR
1361,JP
1362,IR
1363,BS
1364,BS
1365,IR
1366,JP
1367,IR
1368,BT
1369,BS
1370,EH
1371,DZ
1372,JP
1373,EG
1374,DZ
1375,EH
1376,EH
1377,IN
1378,BT
1379,ES
1380,JP
1381,CN
1382,SA
1383,SA
1384,CN
1385,SA
1386,OM
1387,PH
1388,ML
1389,PH
1390,KY
1391,UM
1392,KY
1393,PH
1394,KY
1395,SD
1396,PH
1397,DO
1398,DO
1399,HT
1400,HT
1401,CN
1402,US
1403,PH
1404,LA
1405,MM
1406,PH
1407,MX
1408,MP
1409,US
1410,OM
1411,CN
1412,PH
1413,US
1414,VN
1415,CN
1416,US
1417,MR
1418,CN
1419,CU
1420,MM
1421,SD
1422,US
1423,AZ
1424,AZ
1425,IR
1426,PT
1427,AM
1428,EL
1429,TR
1430,KG
1431,ES
1432,EL
1433,KP
1434,KG
1435,ES
1436,EL
1437,KG
1438,KG
1439,TR
1440,EL
1441,TR
1442,TR
1443,IT
1444,EL
1445,AL
1446,CN
1447,EL
1448,IT
1449,TJ
1450,JP
1451,AM
1452,US
1453,AM
1454,IT
1455,US
1456,IT
1457,AM
1458,AF
1459,PK
1460,EL
1461,EL
1462,DZ
1463,EL
1464,PT
1465,EL
1466,AF
1467,EL
1468,CN
1469,DZ
1470,IQ
1471,EL
1472,IQ
1473,EL
1474,ES
1475,EL
1476,AF
1477,SY
1478,EL
1479,KR
1480,IQ
1481,EL
1482,TN
1483,IQ
1484,EL
1485,AF
1486,EL
1487,EL
1488,EL
1489,EL
1490,EL
1491,EL
1492,AF
1493,KR
1494,KR
1495,EL
1496,EL
1497,EL
1498,EL
1499,KP
1500,EL
1501,PT
1502,EL
1503,EL
1504,KR
1505,IR
1506,IT
1507,JP
1508,CN
1509,IR
1510,AF
1511,EL
1512,EL
1513,TR
1514,PT
1515,EL
1516,IT
1517,KP
1518,KR
1519,EL
1520,PT
1521,EL
1522,PT
1523,ES
1524,PT
1525,EL
1527,AM
1528,EL
1529,EL
1530,PT
1531,ES
1532,EL
1533,EL
1534,IT
1535,EL
1536,CN
1537,EL
1538,KP
1539,EL
1540,EL
1541,TR
1542,CN
1543,CN
1544,PT
1545,EL
1546,KP
1547,AZ
1548,AM
1549,US
1550,EL
1551,EL
1552,US
1553,JP
1554,GE
1555,BG
1556,EL
1557,AL
1558,PT
1559,AL
1560,AZ
1561,AZ
1562,AZ
1563,IT
1564,ES
1565,TR
1566,BG
1567,TR
1568,TR
1569,BG
1570,US
1571,TM
1572,ES
1573,IT
1574,CN
1575,BT
1576,ES
1577,MM
1578,BT
1579,ES
1580,IN
1581,MX
1582,JP
1583,JP
1584,UM
1585,CN
1586,SA
1587,JP
1588,ES
1589,MX
1590,ES
1591,ES
1592,KW
1593,MX
1594,US
1595,IQ
1596,ES
1597,US
1598,SA
1599,CN
1600,KW
1601,US
1602,MX
1603,IL
1604,JO
1605,US
